ccn,state_or_region,reporting_entity_name_common,machine_readable_url
300029,NH,Portsmouth Regional Hospital,https://core.secure.ehc.com/src/util/detail-price-list/02-0364103_portsmouth-regional-hospital_standardcharges.csv
300034,NH,Catholic Medical Center,https://www.catholicmedicalcenter.org/CatholicMedicalCenter/media/CMCE-Media-Library/PatientVisitors/020315693_CatholicMedicalCenter_standardcharges-csv.xlsx
30004E,NH,Morrison Hosp,https://assets.changehealthcare.com/Shop/PROD/static/ConcordHospital/300001_ConcordHospital_standardcharges.xlsx.zip
301300,NH,Upper Connecticut Valley Hospital,https://www.ucvh.org/wp-content/uploads/sites/2/2022/04/Chargemaster-10-1-19-for-website-posting.xls
301301,NH,Cottage Hospital,https://www.cottagehospital.org/uploads/files/FY22%20Chargemaster%281%29.xlsx
301305,NH,Alice Peck Day Memorial Hospital,https://www.alicepeckday.org/sites/default/files/2021-11/AlicePeckDayMemorial-standardcharges.csv
301306,NH,Concord Hospital- Franklin,https://assets.changehealthcare.com/Shop/PROD/static/ConcordHospital/300001_ConcordHospital_standardcharges.xlsx.zip
301308,NH,Valley Regional Hospital,https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-public/facilities/e8ee7c31-a93d-41f9-b0b7-1df54697d98f/020222118_VALLEY%20REGIONAL%20HOSPITAL_standardcharges.zip
301309,NH,Monadnock Community Hospital,https://cleverleypteusstatic.blob.core.windows.net/readable/02-0222157_monadnock-community-hospital_standardcharges.xlsx
301311,NH,Speare Memorial Hospital,https://spearehospital.com/wp-content/uploads/2020/07/FY_2020_Price_Transparency_File.csv
303026,NH,Northeast Rehabilitation Hospital,https://www.northeastrehab.com/wp-content/uploads/2021/12/020369797_NortheastRehabilitationHospital_standardcharges.csv
303027,NH,Encompass Health Rehabilitation Hospital Of Concor,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1102594_encompass-health-rehabilitation-hospital-of-concord_standardcharges.csv
309801,NH,Mary Hitchcock Memorial Hospital - Transplant,https://www.dartmouth-hitchcock.org/media/2561/download
310002,NJ,Newark Beth Israel Medical Center,https://www.rwjbh.org/documents/billing/charge%20master/newark-beth-israel-medical-center.xlsx
310003,NJ,Palisades Medical Center,https://www.hackensackmeridianhealth.org/-/media/Project/HMH/HMH/shared/Files/CDM/202202/PMC-Chargemaster-2022-02.xlsx
310008,NJ,Holy Name Medical Center,https://www.holyname.org/HospitalCharges/resources/2022-CDM-Pricing.csv
310009,NJ,Clara Maass Medical Center,https://www.rwjbh.org/documents/billing/shoppable/csv/223452412_monmouth-medical-center_standardcharges.csv
310011,NJ,"Cape Regional Medical Center, Inc",https://mrf.panaceainc.com/Download.aspx
310016,NJ,Carepoint Health-christ Hospital,https://carepointhealth.org/wp-content/uploads/2022/01/383870608_CHRISTHOSPITAL_STANDARD_CHARGES_2022.csv
310024,NJ,Robert Wood Johnson University Hospital At Rahway,https://www.rwjbh.org/documents/billing/shoppable/csv/221487305_rwj-university-hospital-rahway_standardcharges.csv
310025,NJ,Carepoint Health - Bayonne Medical Center,https://carepointhealth.org/wp-content/uploads/2022/01/261442063_BAYONNEMEDICALCENTER_STANDARD_CHARGES_2022.csv
310027,NJ,Trinitas Regional Medical Center,https://www.rwjbh.org/sub/59777/documents/content/223601678_TRINITAS-REGIONAL-MEDICAL-CENTER_standardcharges.1).csv
310034,NJ,Riverview Medical Center,https://www.hackensackmeridianhealth.org/-/media/Project/HMH/HMH/shared/Files/CDM/202202/RMC-Chargemaster-2022-02.xlsx
310038,NJ,Robert Wood Johnson University Hospital,https://www.rwjbh.org/documents/billing/charge%20master/RWJ-New-Brunswick.xlsx
310039,NJ,Raritan Bay Medical Center,https://www.hackensackmeridianhealth.org/-/media/Project/HMH/HMH/shared/Files/CDM/202202/RBMC-Chargemaster-2022-02.xlsx
310040,NJ,Carepoint Health-hoboken University Medical Center,https://carepointhealth.org/wp-content/uploads/2022/01/452147328_HOBOKENUNIVERSITYMEDICALCENTER_STANDARD_CHARGES_2022.csv
310041,NJ,Community Medical Center,https://www.rwjbh.org/documents/billing/charge%20master/Community-Medical-Center.xlsx
310045,NJ,Englewood Hospital And Medical Center,https://mrf.panaceainc.com/Download.aspx
310048,NJ,Robert Wood Johnson University Hospital Somerset,https://www.rwjbh.org/documents/billing/charge%20master/RWJ-Somerset.xlsx
310052,NJ,Ocean University Medical Center,https://www.hackensackmeridianhealth.org/-/media/Project/HMH/HMH/shared/Files/CDM/202202/OMC-Chargemaster-2022-02.xlsx
310061,NJ,Virtua Willingboro Hospital,"https://www.virtua.org/-/media/Files/Virtua%20Enterprise/Virtua%20Corporate/Virtua/documents/Hospital%20Charges%20Information/Virtua%20Health%20Chargemaster-3,-d-,28,-d-,22.ashx"
310073,NJ,Jersey Shore University Medical Center,https://www.hackensackmeridianhealth.org/-/media/Project/HMH/HMH/shared/Files/CDM/202202/JSUMC-Chargemaster-2022-02.xlsx
310074,NJ,Jersey City Medical Center,https://www.rwjbh.org/documents/billing/charge%20master/jersey-city-medical-center.xlsx
310075,NJ,Monmouth Medical Center,https://www.rwjbh.org/documents/billing/charge%20master/monmouth-medical-center.xlsx
310076,NJ,Cooperman Barnabas Medical Center,https://www.rwjbh.org/documents/billing/charge%20master/saint-barnabas-medical-center.xlsx
310084,NJ,Monmouth Medical Center-southern Campus,https://www.rwjbh.org/documents/billing/charge%20master/monmouth-medical-center-southern-campus.xlsx
310086,NJ,Jefferson Stratford Hospital,https://use2webtechstgpricelist.blob.core.windows.net/pricelist/Complete%20File/22-1773439_JNJ002_Jefferson%20Stratford%20Hospital_standardcharges.csv
310108,NJ,Jfk University Medical Center,https://www.hackensackmeridianhealth.org/-/media/Project/HMH/HMH/shared/Files/CDM/202202/JFK-JRI-Chargemaster-2022-02.xlsx
310110,NJ,Robert Wood Johnson University Hospital Hamilton,https://www.rwjbh.org/documents/billing/charge%20master/RWJ-Hamilton.xlsx
310112,NJ,Bayshore Medical Center,https://www.hackensackmeridianhealth.org/-/media/Project/HMH/HMH/shared/Files/CDM/202202/BMC-Chargemaster-2022-02.xlsx
310113,NJ,Southern Ocean Medical Center,https://www.hackensackmeridianhealth.org/-/media/Project/HMH/HMH/shared/Files/CDM/202202/SOMC-Chargemaster-2022-02.xlsx
312018,NJ,Care One At Trinitas Regional Medical Center,https://www.care-one.com/wp-content/uploads/TRMC_Charge_MasterList.xlsx
312019,NJ,Select Specialty Hospital Northeast,https://resources.selectmedical.com/Pricing-Transparency/critical-illness-recovery/45-0497740_Select_Specialty_Hospital-NE_New_Jersey_standardcharges.csv
312020,NJ,Kindred Hospital New Jersey - Morris County,https://www.kindredhospitals.com/docs/default-source/default-document-library/locations/transitional-care-hospitals/cms-price-transparency-files/standard-charges-list-2022/522085555_morrisco_standardcharges.csv
312022,NJ,Select Specialty Hospital-willingboro,https://resources.selectmedical.com/Pricing-Transparency/critical-illness-recovery/86-1139477_Acuity_Specialty_Hospital-Willingboro_standardcharges.csv
312023,NJ,Acuity Specialty Hospital Of New Jersey,https://resources.selectmedical.com/Pricing-Transparency/critical-illness-recovery/26-4770769_Acuity_Hospital_of_New_Jersey_standardcharges.csv
313025,NJ,Kessler Institute For Rehabilitation West Orange,https://resources.selectmedical.com/Pricing-Transparency/inpatient-rehabilitation/22-3486125_Kessler_Institute_for_Rehabilitation-West_Orange_standardcharges.csv
313029,NJ,Encompass Health Rehab Hospital Of Toms River,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105897_encompass-health-rehabilitation-hospital-of-toms-river_standardcharges.csv
313030,NJ,Bacharach Institute For Rehabilitation,https://assets.changehealthcare.com/Shop/PROD/static/BacharachInstitueforRehab/21-0634964_BacharachInstitueforRehab_standardcharges.csv.zip
313032,NJ,"Kessler Institute For Rehabilitation,inc",https://resources.selectmedical.com/Pricing-Transparency/inpatient-rehabilitation/22-3486125_Kessler_Institute_for_Rehabilitation-Chester_standardcharges.csv
313035,NJ,Encompass Health Rehab Hospital Of Tinton Falls,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/631254173encompass-health-rehabilitation-hospital-of-tinton-falls-standard.csv
313036,NJ,Encompass Health Rehab Hospital Of Vineland,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/26-2414472_encompass-health-rehabilitation-hospital-of-vineland_standardcharges.csv
313300,NJ,Children's Specialized Hospital,https://www.rwjbh.org/documents/csh/Childrens_Specialized_Hospital_CDM.xlsx
314011,NJ,University Behavioral Health Care,https://ubhc.rutgers.edu/documents/About%20Us/221980408_Rutgers-UBHC_standard%20charges.csv
314012,NJ,Hackensack Meridian Health Carrier Clinic,https://www.hackensackmeridianhealth.org/-/media/Project/HMH/HMH/shared/Files/CDM/CDM-CarrierClinic.xlsx
314022,NJ,Saint Barnabas Behavioral Health Center,https://www.rwjbh.org/documents/billing/charge%20master/Behavioral-Health-Network.xlsx
319800,NJ,Our Lady Of Lourdes Medical Center,"https://www.virtua.org/-/media/Files/Virtua%20Enterprise/Virtua%20Corporate/Virtua/documents/Hospital%20Charges%20Information/Virtua%20Health%20Chargemaster-3,-d-,28,-d-,22.ashx"
319801,NJ,Robert Wood Johnson University Hospital,https://www.rwjbh.org/documents/billing/charge%20master/RWJ-New-Brunswick.xlsx
319802,NJ,Hackensack University Medical Center,https://www.hackensackmeridianhealth.org/-/media/Project/HMH/HMH/shared/Files/CDM/202202/HUMC-Chargemaster-2022-02.xlsx
319803,NJ,Newark Beth Israel Medical Center,https://www.rwjbh.org/documents/billing/charge%20master/newark-beth-israel-medical-center.xlsx
319804,NJ,Saint Barnabas Medical Center,https://www.rwjbh.org/documents/billing/charge%20master/saint-barnabas-medical-center.xlsx
320001,NM,Unm Hospital,https://unmhealth.org/patients-visitors/_files/8560030005_university-of-new-mexico-hospital-standardcharges1.csv
320006,NM,Eastern New Mexico Medical Center,https://www.enmmc.com/Uploads/Public/Documents/charge-masters/742870118_Eastern%20NM%20Med%20Ctr_standardcharges.csv
320009,NM,Lovelace Medical Center,https://coc.ardenthealthservices.com/2022/newmexico/2022_LovelaceMedicalCenter_standardcharges.txt
320017,NM,Lovelace Women's Hospital,https://coc.ardenthealthservices.com/2022/newmexico/2022_LovelaceWomensHospital_standardcharges.txt
320018,NM,Memorial Medical Center,https://www.mmclc.org/sites/memorial/assets/uploads/MRF%20-%20Memorial_Medical_Center_Las_Cruces_Standard_Charges_04282021%20270085482.zip
320030,NM,Artesia General Hospital,https://artesiageneral.com/wp-content/uploads/Artesia-General-Hospital-CMS-08-25-2022-v2.csv
320063,NM,Carlsbad Medical Center,https://www.carlsbadmedicalcenter.com/Uploads/Public/Documents/charge-masters/621762526_Carlsbad_standardcharges.csv
320065,NM,Covenant Health Hobbs Hospital,https://www.providence.org/-/media/project/psjh/shared/files/pricing/covenant/json/752426010_covenant-hospital-plainview_standardcharges.json
320067,NM,Guadalupe County Hospital,https://static1.squarespace.com/static/5a1c9123be42d6a9486dd861/t/5fdbdac804a91c207da7448c/1608243912679/Charge+Master+effective+07-01-20.csv
320074,NM,Lovelace Westside Hospital,https://coc.ardenthealthservices.com/2022/newmexico/2022_LovelaceWestsideHospital_standardcharges.txt
320085,NM,Mountain View Regional Medical Center,https://www.mountainviewregional.com/Uploads/Public/Documents/charge-masters/752905434_Mountainview_standardcharges.csv
320086,NM,Lovelace Regional Hospital - Roswell,https://coc.ardenthealthservices.com/2022/newmexico/2022_RoswellRegionalHospital_standardcharges.txt
320089,NM,Unm Sandoval Regional Medical Center,https://unmhealth.org/patients-visitors/_files/271368727_sandoval-regional-medical-center_standardcharges1.csv
32025E,NM,Guadalupe Gen Hosp,https://static1.squarespace.com/static/5a1c9123be42d6a9486dd861/t/5fdbdac804a91c207da7448c/1608243912679/Charge+Master+effective+07-01-20.csv
32028E,NM,Guadalupe General Hosp,https://static1.squarespace.com/static/5a1c9123be42d6a9486dd861/t/5fdbdac804a91c207da7448c/1608243912679/Charge+Master+effective+07-01-20.csv
321310,NM,Holy Cross Hospital A Div Of Taos Health Systems,https://holycrossmedicalcenter.org/wp-content/themes/holy-cross-medical-center/img/HCMC%20-%20Charge%20Master%20List%20-%202019%20-%2006.xlsx
322002,NM,Kindred Hospital Albuquerque,https://www.kindredhospitals.com/docs/default-source/default-document-library/locations/transitional-care-hospitals/cms-price-transparency-files/standard-charges-list-2022/850415191_albuquerque_standardcharges.csv
322003,NM,"Albuquerque - Amg Specialty Hospital, Llc",https://28g1xh366uy0x9ort41hns72-wpengine.netdna-ssl.com/wp-content/uploads/2021/12/Albuquerque-Price-Transparency-01-2022.xlsx
322004,NM,Advanced Care Hospital Of Southern New Mexico Llc,https://achsnm.ernesthealth.com/wp-content/uploads/2022/01/Advanced-Care-Southern-NM-Facility-Procedure-Master-125011.xlsx
323026,NM,New Mexico Rehabilitation Center,https://rhsnm.ernesthealth.com/wp-content/uploads/2022/07/201563733_Rehabilitation-Hospital-of-Southern-New-Mexico_Standard-Charges-July22.csv
323027,NM,Encompass Health Rehabilitation Hospital Of Albuqu,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1011171_encompass-health-rehabilitation-hospital-of-albuquerque_standardcharges.csv
323028,NM,Lovelace Unm Rehabilitation Hospital,https://coc.ardenthealthservices.com/2022/newmexico/2022_LovelaceRehabilitationHospital_standardcharges.txt
323032,NM,"Rehabilitation Hospital Of Southern New Mexico,inc",https://rhsnm.ernesthealth.com/wp-content/uploads/2022/01/Rehab-S-New-Mexico-Facility-Procedure-Master-110010.xlsx
323033,NM,Clearsky Rehabilitation Hospital Of Rio Rancho Llc,https://clearskyhealth.com/riorancho/wp-content/uploads/sites/2/2021/12/845065073_ClearSky-Rehabilitation-Hospital-of-Rio-Rancho-LLC_Standard-Charges.xlsx
330006,NY,St Joseph's Medical Center,https://www.saintjosephs.org/docs/default-source/financial-and-insurance-docs/sjmc-chargemaster_01-01-22.xlsx
330009,NY,Bronxcare Hospital Center,https://info.bronxcare.org/price/131974191_BronxCareHealthSystem_Standardcharges.xlsx
330013,NY,Albany Medical Center Hospital,https://www.amc.edu/spbs/PriceTransparency/Dec2021/141338307_AlbanyMedicalCenter_standardcharges.csv
330023,NY,Vassar Brothers Medical Center,https://www.nuvancehealth.org/-/media/pdf-files/billing-and-insurance/price-transparency-and-cost-estimator/141338586_vassar-brothers-medical-center_standardcharges.xlsx
330027,NY,Nassau University Medical Center,https://www.numc.edu/wp-content/uploads/2022/07/113465690-Nassau-University-Medical-Center-Standard-Charges-2.xlsx
330028,NY,Richmond University Medical Center,https://www.rumcsi.org/wp-content/uploads/2022/10/743177454_RichmondUniversityMedicalCenter_standardcharges-1.xlsx
330033,NY,Chenango Memorial Hospital,https://www.nyuhs.org/sites/default/files/2022-01/150532180_chenango-memorial-hospital-inc_standard_charges.csv
330043,NY,Southside Hospital,https://www.northwell.edu/sites/northwell.edu/files/machine-readable-files/11-1667761_South%20Shore%20University%20Hospital_standardcharges.json.zip
330045,NY,Huntington Hospital,https://www.northwell.edu/sites/northwell.edu/files/machine-readable-files/11-1630914_Huntington%20Hospital%20Association_standardcharges.json.zip
330047,NY,St Mary's Healthcare,https://www.smha.org/wp-content/uploads/2022/01/141372928_st-marys-hospital_standardcharges-1.xml
330049,NY,Northern Dutchess Hospital,https://www.nuvancehealth.org/-/media/pdf-files/billing-and-insurance/price-transparency-and-cost-estimator/141338467_northern-dutchess-hospital_standardcharges.xlsx
330059,NY,Montefiore Medical Center,https://www.montefiore.org/documents/patient-information/131740114_MMC_Standard_Charges.json
330078,NY,Sisters Of Charity Hospital,https://blog.chsbuffalo.org/wp-content/uploads/2022/01/16-0743187_Sisters-of-Charity-Hospital_StandardCharges.csv
330079,NY,Adirondack Medical Center - Saranac Lake,https://global-uploads.webflow.com/5e2ae9f8cd88a7755386f262/62f266575e0c16d00e5ea413_141731786_Adirondack%20Health_standardcharges.xlsx
330080,NY,Lincoln Medical & Mental Health Center,https://hhinternet.blob.core.windows.net/machine-readable/132655001_Lincoln%20Medical%20Center_standardcharges.csv
330084,NY,Alice Hyde Medical Center,https://www.alicehyde.com/data/files/150346515_AliceHydeMedicalCenter_standardcharges.xlsx
330085,NY,Aurelia Osborn Fox Memorial Hospital,https://www.bassett.org/sites/default/files/2021-12/150539039_AURELIA-OSBORN-FOX-MEMORIAL-HOSPITAL_STANDARDCHARGES.xlsx
330086,NY,Montefiore Mount Vernon Hospital,https://www.montefiorehealthsystem.org/documents/charges/462916938_mtvernon_Standard_Charges.json
330090,NY,Arnot Ogden Medical Center,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbArnotOgden&type=CDMWithoutLabel
330094,NY,Columbia Memorial Hospital,https://www.columbiamemorialhealth.org/wp-content/uploads/2021/01/CMH-Standard-Charge-File.xlsx
330096,NY,Jones Memorial Hospital,https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/jones-memorial/financial-assistance/documents/222807681_Jones-Memorial-Hospital_StandardCharges.csv
330102,NY,Kenmore Mercy Hospital,https://blog.chsbuffalo.org/wp-content/uploads/2022/01/16-0762843_Kenmore-Mercy-Hospital_StandardCharges.csv
330104,NY,Nyack Hospital,https://www.montefiorenyack.org/sites/default/files/nyack_mrf_03-16-2022%20Update_0.json
330107,NY,Peconic Bay Medical Center,https://www.northwell.edu/sites/northwell.edu/files/machine-readable-files/11-1661359_Central%20Suffolk%20Hospital%20_standardcharges.json.zip
330115,NY,Oneida Health,https://www.oneidahealth.org/wp-content/uploads/Oneida-Health-Standard-Charges-for-2022.xlsx
330126,NY,Garnet Health Medical Center,https://www.garnethealth.org/sites/default/files/2021-12/330126_Garnet-Health-Medical-Center_StandardCharges.xlsx
330127,NY,Jacobi Medical Center,https://hhinternet.blob.core.windows.net/machine-readable/132655001_Jacobi%20Medical%20Center_standardcharges.csv
330128,NY,Elmhurst Hospital Center,https://hhinternet.blob.core.windows.net/machine-readable/132655001_Elmhurst%20Hospital%20Center_standardcharges.csv
330135,NY,Bon Secours Community Hospital,https://www.bonsecourscommunityhosp.org/Uploads/Public/Documents/Pricing%20Transparency/January%202022/1.12.22/141347717_BonSecours_standardcharges.xlsx
330136,NY,Mary Imogene Bassett Hospital,https://www.bassett.org/sites/default/files/2021-12/135596796_MARY-IMOGENE-BASSETT-HOSPITAL_STANDARDCHARGES_Updated.xlsx
330144,NY,Ira Davenport Memorial Hospital,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbIDMHBATHNY&type=CDMWithoutLabel
330151,NY,St James Hospital,https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/st-james/patients-visitors/documents/160743310_St-James-Hospital_Standardcharges.csv
330153,NY,Ellis Hospital,https://ellismedicine.org/csv/Payer-Specific-Price-Info-v20200104.csv
330154,NY,Memorial Hospital For Cancer And Allied Diseases,https://www.mskcc.org/teaser/standard-charges-nyc.json
330158,NY,Good Samaritan Hospital Of Suffern,https://www.goodsamhosp.org/Uploads/Public/Documents/Pricing%20Transparency/January%202022/1.12.22/131740104_GoodSamaritan_standardcharges.xlsx
330162,NY,Northern Westchester Hospital,https://www.northwell.edu/sites/northwell.edu/files/machine-readable-files/13-1740118_Northern%20Westchester%20Hospital%20Association_standardcharges.json.zip
330164,NY,Highland Hospital,https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/patients-families/bill-pay/documents/160743037_HighlandHospital_StandardCharges.csv
330182,NY,"St Francis Hospital, Roslyn",https://www.chsli.org/sites/default/files/2022-01/1043279565_st.-francis-hospital_standardcharges.xlsx
330185,NY,John T Mather Memorial Hospital Of Port Jefferson,https://mather.wpenginepowered.com/wp-content/uploads/2022/10/11-1639818_John-T.-Mather-Memorial-Hospital_standardcharges.zip
330188,NY,Mount St Mary's Hospital And Health Center,https://blog.chsbuffalo.org/wp-content/uploads/2022/01/16-1523353_Mount-St-Marys-Hospital_StandardCharges.csv
330194,NY,Maimonides Medical Center,https://maimo.org/wp-content/uploads/2022/10/MMC_CDM.xlsx
330195,NY,Long Island Jewish Medical Center,https://www.northwell.edu/sites/northwell.edu/files/machine-readable-files/11-2241326_Long%20Island%20Jewish%20Medical%20Center_standardcharges.json.zip
330196,NY,Coney Island Hospital Center,https://hhinternet.blob.core.windows.net/machine-readable/132655001_Coney%20Island%20Hospital_standardcharges.csv
330199,NY,Metropolitan Hospital Center,https://hhinternet.blob.core.windows.net/machine-readable/132655001_Metropolitan%20Hospital%20Center_standardcharges.csv
330202,NY,Kings County Hospital Center,https://hhinternet.blob.core.windows.net/machine-readable/132655001_Kings%20County%20Hospital%20Center_standardcharges.csv
330204,NY,Bellevue Hospital Center,https://hhinternet.blob.core.windows.net/machine-readable/132655001_Bellevue%20Hospital%20Center_standardcharges.csv
330215,NY,"Rome Memorial Hospital, Inc",https://pricetransparency.blob.core.windows.net/romememorialhospital/16-1471634_romememorialhospital_standardcharges.csv
330224,NY,Healthalliance Hospital Marys Avenue Campus,https://www.margaretvillehosp.org/Uploads/Public/Documents/Pricing%20Transparency/January%202022/1.12.22/141338470_Mary'sAvenue_standardcharges_1.12.22.xlsx
330229,NY,"Brooks-tlc Hospital System, Inc",https://cleverleypteusstatic.blob.core.windows.net/readable/330229_brooks-memorial-hospital_standardcharges.json
330231,NY,Queens Hospital Center,https://hhinternet.blob.core.windows.net/machine-readable/132655001_Queens%20Hospital%20Center_standardcharges.csv
330233,NY,Brookdale Hospital Medical Center,https://onebrooklynhealth.org/wp-content/uploads/2022/03/111631746_Brookdale_Hospital_standardcharges.csv
330234,NY,Westchester Medical Center,https://www.westchestermedicalcenter.org/Uploads/Public/Documents/Billing%20Insurance/Chargemaster%202022/133964321_Westchester_standardcharges.xlsx
330235,NY,Auburn Community Hospital,https://www.auburnhospital.org/wp-content/uploads/2021/12/15-0532054_Auburn-Community-Hospital_standardcharges.csv
330238,NY,Nicholas H Noyes Memorial Hospital,https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/st-james/patients-visitors/documents/160743310_St-James-Hospital_Standardcharges.csv
330239,NY,Upmc Chautauqua At Wca,https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-excel-files/upmc-chautauqua-cdm-file.xlsx
330240,NY,Harlem Hospital Center,https://hhinternet.blob.core.windows.net/machine-readable/132655001_Harlem%20Hospital%20Center_standardcharges.csv
330241,NY,University Hospital S U N Y Health Science Center,https://www.upstate.edu/hospital/files/161469571_upstate-university-hospital_standardcharges.csv
330246,NY,St Charles Hospital,https://www.chsli.org/sites/default/files/2022-01/1164481529_st.-charles-hospital_standardcharges.xlsx
330259,NY,Mercy Medical Center,https://www.chsli.org/sites/default/files/2022-01/1659330173_mercy-medical-center_standardcharges.xlsx
330261,NY,Phelps Hospital,https://www.northwell.edu/sites/northwell.edu/files/machine-readable-files/13-1725076_Phelps%20Memorial%20Hospital%20Association_standardcharges.json.zip
330273,NY,Putnam Hospital Center,https://www.nuvancehealth.org/-/media/pdf-files/billing-and-insurance/price-transparency-and-cost-estimator/146019179_putnam-hospital-center_standardcharges.xlsx
330276,NY,Nathan Littauer Hospital,https://cleverleypteusstatic.blob.core.windows.net/readable/141338465_nathan-littauer-hospital_standardcharges.json
330279,NY,Mercy Hospital Of Buffalo,https://blog.chsbuffalo.org/wp-content/uploads/2022/01/16-0756336_Mercy-Hospital-of-Buffalo_StandardCharges.csv
330285,NY,Strong Memorial Hospital,https://www.urmc.rochester.edu/MediaLibraries/URMCMedia/patients-families/bill-pay/documents/160743209_StrongMemorialHospital_StandardCharges.csv
330286,NY,Good Samaritan Hospital Medical Center,https://www.chsli.org/sites/default/files/2022-01/1902865355_good-samaritan-hospital-medical-center_standardcharges.xlsx
330350,NY,Suny Health Science Center At Brooklyn University,https://www.downstate.edu/patient-care/_documents/charges/146013200-university-hospital-brooklyn-standard-charges.xml
330354,NY,Roswell Park Cancer Institute,https://www.roswellpark.org/sites/default/files/330354_Roswell-Park-Cancer-Institute_StandardCharges.json
330385,NY,North Central Bronx Hospital,https://hhinternet.blob.core.windows.net/machine-readable/132655001_North%20Central%20Bronx%20Hospital_standardcharges.csv
330386,NY,Garnet Health Medical Center Catskills - (csk),https://www.garnethealth.org/sites/default/files/2021-12/330386_Garnet-Health-Medical-Center-Catskills_StandardCharges.xlsx
330393,NY,Stony Brook University Hospital,https://www.stonybrookmedicine.edu/sites/default/files/113243405_StonyBrookUniversityHospital_standardcharges.csv
330394,NY,"United Health Services Hospitals, Inc",https://www.nyuhs.org/sites/default/files/2022-01/161165049_binghamton-general-hospital_standard_charges.csv
330396,NY,Woodhull Medical & Mental Health Center,https://hhinternet.blob.core.windows.net/machine-readable/132655001_Woodhull%20Medical%20Center_standardcharges.csv
330399,NY,St Barnabas Hospital,https://www.sbhny.org/wp-content/uploads/2018/12/Avg-Charges-by-DRG.xlsx
330401,NY,St Catherine Of Siena Hospital,https://www.chsli.org/sites/default/files/2022-01/1982663423_st.-catherine-of-siena-medical-center_standardcharges.xlsx
330405,NY,Helen Hayes Hospital,https://helenhayeshospital.org/wp-content/uploads/2021/07/Helen-Hayes-Hospital-Standard-Prices.xlsx
331302,NY,Elizabethtown Community Hospital,https://www.ech.org/data/files/141364513_ElizabethtownCommunityHospital_standardcharges.xlsx
331304,NY,Margaretville Memorial Hospital,https://www.margaretvillehosp.org/Uploads/Public/Documents/Pricing%20Transparency/January%202022/1.19.22-150552726_Margaretville_standardcharges.xlsx
331305,NY,O'connor Hospital,https://www.bassett.org/sites/default/files/2021-12/161540394_OCONNOR-HOSPITAL_STANDARDCHARGES.xlsx
331307,NY,Clifton Fine Hospital,https://samaritanhealth.com/wp-content/uploads/2022/01/900909506_CLIFTONFINEHOSPITAL_STANDARDCHARGES.csv
331311,NY,Little Falls Hospital,https://www.bassett.org/sites/default/files/2021-12/150533578_LITTLE-FALLS-HOSPITAL_STANDARDCHARGES.xlsx
331312,NY,"Delaware Valley Hospital, Inc",https://www.nyuhs.org/sites/default/files/2022-01/150524324_delaware-valley-hospital-inc_hospital_standard_charges.csv
331313,NY,Schuyler Hospital,https://assets.changehealthcare.com/Shop/PROD/static/Schuyler/ein_Schuyler_standardcharges.csv.zip
331317,NY,Lewis County General Hospital,https://static1.squarespace.com/static/5aa70ca80dbda3053273bef3/t/626a8339c03a9173697405cf/1651147577800/2022+CDM.xlsx
331318,NY,"Carthage Area Hospital, Inc",https://www.carthagehospital.com/wp-content/uploads/2022/06/CDM22-1.xlsx
331320,NY,Cobleskill Regional Hospital,https://www.bassett.org/sites/default/files/2021-12/141772971_COBLESKILL-REGIONAL-HOSPITAL_STANDARDCHARGES.xlsx
332006,NY,Calvary Hospital Inc,https://www.calvaryhospital.org/wp-content/uploads/2021/01/131740274_CalvaryHospital_standardcharges.csv-1.xlsx
333030,NY,Winifred Masterson Burke Rehabilitation Hospital,https://www.burke.org/docs/price-transparency/burke_mrf_03-03-2022.json
334027,NY,South Oaks Hosp,https://www.northwell.edu/sites/northwell.edu/files/inline-files/Northwell%20Health%20-%20Combined%20Upload%20Files%20for%20Website%20%2802.24.2022%29.xlsx
339800,NY,University Hospital S U N Y Health Science Ctr T C,https://www.upstate.edu/hospital/files/161469571_upstate-university-hospital_standardcharges.csv
339801,NY,North Shore University Hospital - Manhasset T C,https://www.northwell.edu/sites/northwell.edu/files/machine-readable-files/11-1562701_North%20Shore%20University%20Hospital_standardcharges.json.zip
339802,NY,University Hospital Of Brooklyn ( Downstate) T C,https://www.downstate.edu/patient-care/_documents/charges/146013200-university-hospital-brooklyn-physician-group-standard-charges.xml
339806,NY,Westchester Medical Center T C,https://www.westchestermedicalcenter.org/Uploads/Public/Documents/Billing%20Insurance/Chargemaster%202022/133964321_Westchester_standardcharges.xlsx
