CHG CODE,CHG CODE DESC,PRICE,AS OF DATE
170098,PHENADOZ 25 MG SUPP ,10.78,3/26/2020
170106,PENTAZOCINE-NALO-TAB,1.5,3/26/2020
170114,PHENOBARBITAL 32.4MG,0.33,3/26/2020
170122,PREDNISONE 10 MG TAB,0.5,3/26/2020
170130,PREDNISONE 20 MG TAB,0.58,3/26/2020
170138,PROAIR HFA 90 MCG IN,6.76,3/26/2020
170146,PROMETHAZINE 25MGTAB,0.64,3/26/2020
170154,PROMETHAZINE 25MG/ML,7.08,3/26/2020
170162,PROMETHAZINE 50MGTAB,0.64,3/26/2020
170170,PROMETHAZINE 6.25MG/,0.06,3/26/2020
170178,PROMETHEGAN 25MGSUPP,10.78,3/26/2020
170186,Q-DRYL 12.5 MG/5 ML ,0.05,3/26/2020
170194,SILVER NITRATE APPL ,2.4,3/26/2020
170202,SODIUM CHLORIDE 0.9%,0.07,3/26/2020
170210,SPIRIVA 18 MCG CP   ,10.64,3/26/2020
170218,SSD 1% CREAM        ,0.44,3/26/2020
170226,SUCRALFATE 1 GM TAB ,0.29,3/26/2020
170234,SYMBICORT 160-4.5MCG,26.38,3/26/2020
170242,TRAMADOL HCL 50 MGTB,1.02,3/26/2020
170250,TRANSDERM-SCOP 1.5MG,19.25,3/26/2020
170258,TRAZODONE 100 MG TAB,1.47,3/26/2020
170266,TRAZODONE 50 MG TAB ,0.74,3/26/2020
170274,VALPROIC ACID 25 LIQ,0.03,3/26/2020
170282,VENTOLIN HFA 90 MCG ,2.99,3/26/2020
170290,DIAZEPAM 5 MG TABLET,0.35,3/26/2020
170298,LEVETIRACETAM 750 TB,0.42,3/26/2020
170306,OXCARBAZEPINE 600TAB,0.68,3/26/2020
170314,ASP OF BREAST CYST  ,286,3/26/2020
170322,ASP OF BRST CYST +1 ,286,3/26/2020
170330,BLADDER IRRIGATION  ,697,3/26/2020
170338,BREAST BX W CLIP    ,1304,3/26/2020
170346,BREAST BX W CLIP +1 ,423,3/26/2020
170354,BONE MARROW ASP     ,705,3/26/2020
170362,DEB SUBQ TS ADT 20CM,302,3/26/2020
170370,DEB SUBQ/MUS AD 20CM,302,3/26/2020
170378,BURN DRES/DEBRD < 5%,486,3/26/2020
170386,BURN DRES/DEBRD >10%,486,3/26/2020
170394,BURN DRES/DEBR 5-10%,486,3/26/2020
170402,COMPRESS DRES BILAT ,397,3/26/2020
170410,CL FECAL            ,87,3/26/2020
170418,REDUCSTL            ,71,3/26/2020
170426,EPINEPHRINE 1 MG/ML ,0.6,3/26/2020
170434,METHYLPREDNISOLONE  ,6.08,3/26/2020
170442,MORP SULF IR 15 MG T,0.17,3/26/2020
170450,POTASSIUM CL ER 20  ,0.4,3/26/2020
170458,PREDNISOLONE 5MG/5ML,0.84,3/26/2020
170466,DEBRID BONE ADD 20CM,213.64,3/26/2020
170474,DEBRID BONE 1ST 20CM,1922.73,3/26/2020
170482,EVAL SPEECH FLUENCY ,320.48,3/26/2020
170490,EVAL SOUND PRODUCT  ,261.44,3/26/2020
170498,EVAL SND PROD W/LANG,541.09,3/26/2020
170506,ANALYSIS VOICE/RESON,269.67,3/26/2020
170514,DEXAMETHASONE 2MGTAB,3.87,3/26/2020
170522,DOC-Q-LACE 100 MG SF,1.02,3/26/2020
170530,HM MAGNESIUM CITRATE,0.02,3/26/2020
170538,HM SENNA 8.6 MG TAB ,0.06,3/26/2020
170546,PROMETHAZINE-CODEINE,0.18,3/26/2020
170554,PROMETHAZINE-DM SYRP,4.85,3/26/2020
170562,REFRESH LACRI-LUBE O,3.87,3/26/2020
170570,GLUCAGON            ,58.47,3/26/2020
170578,URINE MICROSCOPIC   ,12.45,3/26/2020
170586,H PYLORI STOOL AG   ,18.78,3/26/2020
170594,MTHFR               ,179,3/26/2020
170602,ADVAIR 250-50 DISKUS,5.37,3/26/2020
170610,CARVEDILOL3.125MGTAB,0.21,3/26/2020
170618,DIGOXIN 125 MCG TAB ,1.53,3/26/2020
170626,GABAPENTIN 100MG CAP,0.51,3/26/2020
170634,LACTULOSE 10GM/15ML ,0.06,3/26/2020
170642,LANSOPRAZOLE DR 30MG,1.36,3/26/2020
170650,MEGESTROL ACET 40 MG,0.11,3/26/2020
170658,METOLAZONE 5 MG TAB ,2.07,3/26/2020
170666,POTASSIUM CL ER 10ME,0.64,3/26/2020
170674,LYME WB             ,63.39,3/26/2020
170682,IMPLANT-HEMI SHOULDE,11200,3/26/2020
170690,REMOV EXT HEMOR CLOT,4259.79,3/26/2020
170698,THIOCYANATE         ,47.61,3/26/2020
170706,HYDROCODONE-CHL SUSP,0.75,3/26/2020
170714,HYDROMORPHONE 1MG/ML,0.46,3/26/2020
170722,MAPAP 160 MG/5ML ELX,0.05,3/26/2020
170730,POLYETHYLENE GLYCOL ,0.05,3/26/2020
170738,THEO-24 ER 300MG CAP,2.84,3/26/2020
170746,IMMUN/CYTO CHEM 1ST ,157.28,3/26/2020
170754,IMMUN/CYTO CHEM ADD ,117.54,3/26/2020
170762,ST LOUIS ANTIBODY   ,54,3/26/2020
170778,DIGITAL NERVE BLOCK ,130.31,3/26/2020
170786,DIGITAL NERVE BLOCK ,1600,3/26/2020
170794,ALPRAZOLAM .5 MG TAB,0.19,3/26/2020
170802,CLONAZEPAM .5 MG TAB,0.35,3/26/2020
170810,HYDROXYZINE HCL 25MG,0.76,3/26/2020
170818,ONDANSETRON HCL 4MG ,1.94,3/26/2020
170826,POLYETHYLENE GLYCOL ,0.05,3/26/2020
170834,CYPROHEPTADINE 4MG  ,0.97,3/26/2020
170842,IMPLANT-REVISION HIP,6330,3/26/2020
170850,IMPLANT-HEMI HIP    ,5170,3/26/2020
170858,HCVRNAQL            ,143.61,3/26/2020
170866,THORA WO IMAGING    ,261.75,3/26/2020
170874,CYTP EVAL FNA REPORT,109.59,3/26/2020
170882,ALPRAZOLAM .5 MG TAB,0.35,3/26/2020
170890,BUDESONIDE .5 MG/2ML,3.89,3/26/2020
170898,HM MILK OF MAGNESIA ,0.03,3/26/2020
170906,LEVALBUTEROL 1.25 MG,2.33,3/26/2020
170914,MIRTAZAPINE 30MG TAB,0.7,3/26/2020
170922,ONDANSETRON HCL 4 MG,1.33,3/26/2020
170930,OXYCODONE HCL 15 MG ,0.58,3/26/2020
170938,BIOPSY SKIN LESION  ,442.17,3/26/2020
170946,U/S GUIDED THORACENT,1455.57,3/26/2020
170954,ASSAY OF ALUMINUM   ,35.76,3/26/2020
170962,REDUCT DISLOC ELBOW ,917.73,3/26/2020
170970,NEG PRE WND<50SQCM  ,322.41,3/26/2020
170978,NEG PRE WND>50SQCM  ,322.41,3/26/2020
170986,FUROSEMIDE 80 MG TAB,0.36,3/26/2020
170994,HM SENNA-S TABLET   ,0.19,3/26/2020
171002,HYDROXYZINE HCL 25MG,0.76,3/26/2020
171010,IPRATROPIUM BR 0.02%,0.14,3/26/2020
171018,ISOSORBIDE MN ER 60 ,0.73,3/26/2020
171026,LORAZEPAM 2 MG TAB  ,0.15,3/26/2020
171034,OXYCODONE-ACETAMINOP,1.17,3/26/2020
171042,ANTIBODY ANTINOMYCES,41.67,3/26/2020
171050,GEL DIFFUSION QUAL  ,46.47,3/26/2020
171066,BCR/ABL1 GENE MAJ BP,671.07,3/26/2020
171074,BCR/ABL1 GENE MIN BP,592.77,3/26/2020
171082,IMPLANT-SHOULD REV T,20600,3/26/2020
171090,CATH-INDWELLING COMP,650,3/26/2020
171098,ISOSORBIDE MN ER 30 ,2.22,3/26/2020
171106,POTASSIUM CL 20%    ,0.16,3/26/2020
171114,WEDGE/INGROWN NAIL  ,315.4,3/26/2020
171122,MANUAL CELL COUNT EA,12.91,3/26/2020
171130,HGB A2              ,54.23,3/26/2020
171138,LEVETIRACETAM 500 MG,0.31,3/26/2020
171146,OXYCODONE-ACETAMINOP,0.68,3/26/2020
171154,PREDNISONE 5 MG TAB ,0.36,3/26/2020
171162,HPV GT              ,105.37,3/26/2020
171170,I/D ANAL ABSCESS SUP,2100,3/26/2020
171178,I/D ANAL ABSCESS SUP,221.66,3/26/2020
171186,"SKIN SUBST F,G,H,F  ",3105.05,3/26/2020
171194,"SKIN SUBST T,A,L    ",3105.05,3/26/2020
171202,PANCA               ,38.87,3/26/2020
171210,ASCA IGA            ,36.8,3/26/2020
171218,ASCA IGG            ,36.8,3/26/2020
171226,"LIVER BX,NDLE,PERCUT",4000,3/26/2020
171234,FAC II DNA          ,147.73,3/26/2020
171242,IO-PER DIEM         ,300,3/26/2020
171250,PH-PER DIEM-LESS INT,500,3/26/2020
171258,PH-PER DIEM-INTENSIV,750,3/26/2020
171266,CLSD TX BIMALLEOLAR ,676.02,3/26/2020
171274,I/D ABSCESS COMPLICA,369.78,3/26/2020
171282,PUNCT DRAIN LESION  ,216.14,3/26/2020
171290,DEBRIDEMENT-NAIL 6+ ,55.22,3/26/2020
171298,TRIMMING OF NAILS   ,300,3/26/2020
171306,TRIM SKIN CALLUS 1  ,217.29,3/26/2020
171314,TRIM SKIN CALLUS 2-4,322.41,3/26/2020
171322,TRIM SKIN CALLUS 5+ ,322.41,3/26/2020
171330,CAUTERIZATION TISS  ,322.41,3/26/2020
171338,BIOPSY SKIN LESION  ,109.65,3/26/2020
171346,BURN DRES/DEBR 5-10%,253.2,3/26/2020
171354,BURN DRES/DEBRD < 5%,122.28,3/26/2020
171362,BURN DRES/DEBRD >10%,298.95,3/26/2020
171370,CAUTERIZATION TISS  ,82.83,3/26/2020
171378,DEB SUBQ TIS 20 CM/<,139.62,3/26/2020
171386,DEB SUBQ TS ADT 20CM,59.16,3/26/2020
171394,DEB SUBQ/MUS 20 CM/<,352.59,3/26/2020
171402,DEB SUBQ/MUS AD 20CM,126.21,3/26/2020
171410,DEBRID BONE 1ST 20CM,526.92,3/26/2020
171418,DEBRID BONE ADD 20CM,225.6,3/26/2020
171426,DEBRID TIS ADTL 20CM,114.69,3/26/2020
171434,DEBRID TISS/< 20 CM ,90.21,3/26/2020
171442,I&D ABSCESS COMPLICA,404.67,3/26/2020
171450,I&D ABSCESS SIMPLE  ,217.71,3/26/2020
171458,"SKIN SUBST F,G,H,F  ",1200,3/26/2020
171466,"SKIN SUBST T,A,L    ",1000,3/26/2020
171474,TRIM SKIN CALLUS 1  ,36.3,3/26/2020
171482,TRIM SKIN CALLUS 2-4,51.27,3/26/2020
171490,TRIM SKIN CALLUS 5+ ,67.05,3/26/2020
171498,TRIMMING OF NAILS   ,17.37,3/26/2020
171506,WC NEW PT BRIEF VST ,120,3/26/2020
171514,WC NEW PT LIMIT VST ,111.21,3/26/2020
171522,WC NEW PT INTERM VST,171.18,3/26/2020
171530,WC NEW PT EXTENS VST,289.5,3/26/2020
171538,WC NEW PT COMPLX VST,376.26,3/26/2020
171546,WC EST PT BRIEF VST ,35,3/26/2020
171554,WC EST PT LIMIT VST ,125,3/26/2020
171562,WC EST PT INTERM VST,112.8,3/26/2020
171570,WC EST PT EXTENS VST,200,3/26/2020
171578,WC EST PT COMPLX VST,250,3/26/2020
171586,PHYSICAL-SPORTS     ,25,3/26/2020
171594,PHYSICAL-BASIC      ,100,3/26/2020
171602,LIDOCAIN 1%         ,4,3/26/2020
171610,XOPENEX             ,15,3/26/2020
171618,DUONEB              ,6,3/26/2020
171626,PREDNISONE 1 MG TAB ,0.26,3/26/2020
171634,AGFT PREP TRK/AM/LG ,948.93,3/26/2020
171642,AGFT PREP TRK/AM/LG ,515.1,3/26/2020
171650,AGFT PREP FC/NK/HF/G,616.06,3/26/2020
171658,AGFT TRUNK/ARM/LEG  ,5077.66,3/26/2020
171666,AGFT TRUNK/ARM/LEG  ,1621.82,3/26/2020
171674,AGFT FAC/NCK/HF/G   ,5077.66,3/26/2020
171682,AGFT FAC/NCK/HF/G   ,1580.01,3/26/2020
171690,AGFT PREP FC/NK/HF/G,948.93,3/26/2020
171698,IMMUNOHISTO SLIDE   ,149.09,3/26/2020
171706,F/G STEROID INJ     ,500,3/26/2020
171714,REMOVAL NAIL PLATE  ,113.6,3/26/2020
171722,REMOVAL NAIL PLATE  ,322.41,3/26/2020
171730,INJECTION-STEROID   ,735,3/26/2020
171738,CT CHEST/THOR-SCREEN,2348.4,3/26/2020
171746,DULOXETINE HCL DR 30,1.42,3/26/2020
171754,DULOXETINE HCL DR 60,1.33,3/26/2020
171762,ETODOLAC ER 400 MG  ,3.6,3/26/2020
171770,GABAPENTIN 600 MG TA,0.74,3/26/2020
171778,GABAPENTIN 800 MG TA,0.81,3/26/2020
171786,HYDROMORPHONE 4 MG  ,0.41,3/26/2020
171794,KETOROLAC 10 MG TAB ,1,3/26/2020
171802,NORTRIPTYLINE HCL 50,1.61,3/26/2020
171810,QUETIAPINE FUMARATE ,1.54,3/26/2020
171818,SPIRONOLACTONE 25 MG,1.48,3/26/2020
171826,VITAMIN B3          ,34.84,3/26/2020
171834,OBSERVATION HRS-L&D ,26,3/26/2020
171842,NEWBORN SCID        ,121,3/26/2020
171850,FNA ASPIRATION/IMAG ,1800,3/26/2020
171858,HYMENOTOMY          ,1400,3/26/2020
171866,LUNGCX BX RPT DOCS  ,25,3/26/2020
171874,HM IRON TABLETS FERR,0.12,3/26/2020
171882,METRONIDAZOLE 250 MG,0.66,3/26/2020
171890,MORPHINE 5 MG/ML VL ,2.86,3/26/2020
171898,OXYCONTIN 10 MG TAB ,3.96,3/26/2020
171906,OXYCONTIN 20 MG TAB ,6.24,3/26/2020
171914,SPIRONOLACTONE 50 MG,0.96,3/26/2020
171922,OP 1-PER DIEM       ,250,3/26/2020
171930,CLTX METAR FX W/MANI,515.1,3/26/2020
171938,CLTX METAR FX W/MANI,600,3/26/2020
171946,PT CAT&HIST PN PATH ,100,3/26/2020
171954,BENZONATATE 200MGCAP,1.13,3/26/2020
171962,CLONAZEPAM .5 MG TAB,0.35,3/26/2020
171970,HYDROCODONE-CHLORPHN,0.79,3/26/2020
171978,LIDOCAINE HCL 2% JEL,1.66,3/26/2020
171986,LISINOPRIL 40 MG TAB,0.39,3/26/2020
171994,OXYCODONE HCL 20 MG ,1.12,3/26/2020
172002,OXYCONTIN 30 MG TAB ,8.93,3/26/2020
172010,TX SHLD DISLOCATION ,550.37,3/26/2020
172018,SIMPLE CLOSURE <2.5 ,217.29,3/26/2020
172026,SIMPLE CLOSURE <2.5 ,100.18,3/26/2020
172034,CYTP C/V THIN LAYER ,40,3/26/2020
172050,CLOZAPIN            ,55.53,3/26/2020
172058,EMG 2 EXTREMITIES   ,400,3/26/2020
172066,KENALOG-40 40MG/ML  ,14.41,3/26/2020
172074,METOPROLOL TARTRATE ,0.37,3/26/2020
172082,NITROSTAT 0.4 MG TAB,0.96,3/26/2020
172090,TRAZODONE 150 MG TAB,1.76,3/26/2020
172098,U/S GUIDED THORACENT,1850,3/26/2020
172106,CHEMO > 8 HOURS     ,629.01,3/26/2020
172114,U/S GUIDED PARACENT ,2250,3/26/2020
172122,CLOSED TX ANKLE FX  ,957.62,3/26/2020
172130,CLOSED TX ANKLE FX  ,3600,3/26/2020
172138,IMMUN ANTIBODY SLIDE,257.95,3/26/2020
172146,FERROUS SULF 325 MG ,0.17,3/26/2020
172154,NOROVIRUS GI        ,105.37,3/26/2020
172162,NOROVIRUS GII       ,105.37,3/26/2020
172170,HLA-B27 ANTIGEN     ,218.41,3/26/2020
172178,EMG EA EXT SAME DAY ,250,3/26/2020
172186,SLP STUD-SPLIT NIGHT,2800,3/26/2020
172194,CLTX ELBOW DIS W/MAN,471.75,3/26/2020
172202,TOTAL VOLUME        ,9,3/26/2020
172210,THIN OSTEOTOME BLADE,217.15,3/26/2020
172218,COMBIVENT RESPIMAT  ,83.82,3/26/2020
172226,POLY-TUSSIN AC LIQ  ,0.23,3/26/2020
172234,DIPHENHYDRAMINE 25MG,0.23,3/26/2020
172242,LORAZEPAM 2 MG/ML   ,1.21,3/26/2020
172250,TOTAL CONTACT CAST  ,238.23,3/26/2020
172258,TOTAL CONTACT CAST  ,492.62,3/26/2020
172266,US RT BREAST LIMITED,400,3/26/2020
172274,US LT BREAST LIMITED,400,3/26/2020
172282,U/S GUIDED BREAST BX,4050,3/26/2020
172290,MORPHINE SULF 10 MG ,0.13,3/26/2020
172298,OXYCONTIN 15 MG TAB ,5.25,3/26/2020
172306,NJX ANES TRIGEMINAL ,465.97,3/26/2020
172314,NJX ANES TRIGEMINAL ,160.92,3/26/2020
172322,AMITRIPTYLINE HCL 10,1.59,3/26/2020
172330,AZITHROMYCIN 250 MG ,2.03,3/26/2020
172338,BENZONATATE 100 MG  ,0.59,3/26/2020
172346,BUSPIRONE HCL 10 MG ,0.52,3/26/2020
172354,BUSPIRONE HCL 10 MG ,0.24,3/26/2020
172362,FLOVENT HFA 110 MCG ,19.21,3/26/2020
172370,GABAPENTIN 250 MG/5 ,0.24,3/26/2020
172378,HM ADULT TUSSIN     ,0.05,3/26/2020
172386,LORATADINE 10 MG TAB,0.71,3/26/2020
172394,OMEPRAZOLE DR 20 MG ,0.72,3/26/2020
172402,OMEPRAZOLE DR 20 MG ,0.77,3/26/2020
172410,OMEPRAZOLE DR 20 MG ,0.39,3/26/2020
172418,OMEPRAZOLE DR 40 MG ,0.82,3/26/2020
172426,SERTRALINE HCL 100MG,0.41,3/26/2020
172434,SODIUM BICARB 8.4%  ,0.11,3/26/2020
172442,CYSTOSTOMY W/DRAIN  ,6000,3/26/2020
172450,PORT REMOVAL SC ACCE,810.51,3/26/2020
172458,LACOSAMIDE          ,40,3/26/2020
172466,PLACEMENT IO NEEDLE ,134.09,3/26/2020
172474,SNV-LPN DSS         ,80,3/26/2020
172482,SNV-RN DSS          ,80,3/26/2020
172490,HOSPICE LPN         ,50,3/26/2020
172498,ABDOM PARACEN W IMAG,267.11,3/26/2020
172506,CARBIDOPA-LEVODOPA  ,0.46,3/26/2020
172514,CEFTRIAXONE 1 GM VL ,3.95,3/26/2020
172522,FLUCONAZOLE 150 MG  ,12.39,3/26/2020
172530,MEMANTINE HCL 10 MG ,0.81,3/26/2020
172538,METHYLPHENIDATE 5 MG,0.79,3/26/2020
172546,METOCLOPRAMIDE 5 MG ,0.43,3/26/2020
172554,OLANZAPINE 10 MG TAB,0.96,3/26/2020
172562,PERPHENAZINE 4 MG   ,1.65,3/26/2020
172570,POLY HIST FORTE TABL,0.99,3/26/2020
172578,QUETIAPINE FUMARATE ,0.39,3/26/2020
172586,BX OF ABD MASS      ,4000,3/26/2020
172594,CT GUID BX OF LUNG  ,2786.77,3/26/2020
172602,CLSD TX TRIMALLEO FX,978.14,3/26/2020
172610,BX OF THYROID       ,1800,3/26/2020
172618,"CREON DR 12,000 UNIT",2.66,3/26/2020
172626,FLUOXETINE HCL 20 MG,1.46,3/26/2020
172634,LEVOTHYROXINE 50 MCG,1.86,3/26/2020
172642,LISINOPRIL-HCTZ     ,1.48,3/26/2020
172650,LORAZEPAM 2 MG/ML   ,12.66,3/26/2020
172658,MEPERIDINE 50 MG TAB,1.27,3/26/2020
172666,"METFORMIN HCL 1,000 ",0.75,3/26/2020
172674,METHYLPREDNISOLONE  ,18.36,3/26/2020
172682,OXYCODONE HCL 10 MG ,0.58,3/26/2020
172690,OXYCODONE HCL       ,4.92,3/26/2020
172698,PERPHENAZINE 2 MG   ,1.85,3/26/2020
172706,POTASSIUM CL ER 10PO,0.96,3/26/2020
172714,QUETIAPINE FUMARATE ,1.61,3/26/2020
172722,SODIUM CHLORIDE 0.9%,0.01,3/26/2020
172730,VENLAFAXINE HCL 75MG,2.54,3/26/2020
172738,XOPENEX HFA 45 MCG  ,5.22,3/26/2020
172746,CONTIN NEB EA ADD HR,40,3/26/2020
172754,EMG 4 EXTREMITIES   ,450,3/26/2020
172762,LDBDYFLD            ,18.15,3/26/2020
172770,TPBDYFLD            ,11.03,3/26/2020
172778,CLOSED TX NURSE MAID,250,3/26/2020
172786,OXYCODONE-ACET 7.5  ,0.84,3/26/2020
172794,OLANZAPINE 20 MG    ,0.53,3/26/2020
172802,TRAMADOL-ACETAM 50MG,0.54,3/26/2020
172810,OXYCODONE-ACET 7.5  ,0.49,3/26/2020
172818,BLADDER IRRIGATION  ,120,3/26/2020
172826,FATACIDE            ,54.34,3/26/2020
172834,CLTX POST HIP DISLC ,899.51,3/26/2020
172842,AMLODIPINE BESYLATE ,0.37,3/26/2020
172850,ASPIRIN EC 81 MG TAB,0.35,3/26/2020
172858,BISAC-EVAC 10 MG SUP,0.93,3/26/2020
172866,DIPHENOXYLATE-ATROP ,1.37,3/26/2020
172882,DOCUSATE SODIUM 100 ,0.35,3/26/2020
172890,GUAIFENESIN ER 600MG,0.6,3/26/2020
172898,LOSARTAN POTASSIUM  ,0.41,3/26/2020
172906,METOPROLOL TARTRATE ,0.19,3/26/2020
172914,WARFARIN SODIUM 5 MG,0.61,3/26/2020
172922,TUBE THORACOSTOMY   ,389.68,3/26/2020
172930,NEEDLE BX SOFT TISS ,4000,3/26/2020
172938,NERVE CONDUCT 11-12 ,1350,3/26/2020
172946,EEG                 ,129.81,3/26/2020
172954,"EMG,2 EXTREM        ",186.8,3/26/2020
172962,"EMG,4 EXTREM        ",243.8,3/26/2020
172970,NEEDLE EMG COMPLETE ,104.48,3/26/2020
172978,NERVE CONDUCT 9-10  ,301.56,3/26/2020
172986,NERVE CONDUCT 11-12 ,357.78,3/26/2020
172994,SLEEP STUDY         ,273.86,3/26/2020
173002,SLEEP STUDY W/CPAP/B,308.05,3/26/2020
173010,CT L-SPINE WITH/WO  ,628.36,3/26/2020
173018,"NEW PT VISIT, LEV 1 ",120,3/26/2020
173026,ACETAMINOPHEN-COD #3,0.53,3/26/2020
173034,CYCLOBENZAPRINE 5 MG,0.55,3/26/2020
173042,OXYCONTIN 60 MG TAB ,15.58,3/26/2020
173050,OXYCONTIN 80 MG TAB ,19.13,3/26/2020
173058,QUETIAPINE FUMARATE ,1.74,3/26/2020
173066,OUTPT VISIT EST     ,100,3/26/2020
173074,PSYCHOTHERAPY 60 MIN,276.43,3/26/2020
173082,GROUP PSYCHOTHERAPY ,276.43,3/26/2020
173090,FAMILY PSYCHOTHERAPY,276.43,3/26/2020
173098,FAMILY PSYCHOTHERAPY,276.43,3/26/2020
173106,PSYCHOLOGICAL TEST  ,487.13,3/26/2020
173114,ARSENIC             ,57.09,3/26/2020
173122,SELENIUM            ,76.8,3/26/2020
173130,ATORVASTATIN 80MG TB,0.51,3/26/2020
173138,IBUPROFEN 800 MG TAB,0.4,3/26/2020
173146,OXYCONTIN 40 MG TAB ,11.48,3/26/2020
173154,NERVE CONDUCT 7-8   ,241.41,3/26/2020
173162,NERVE CONDUCT 7-8   ,950,3/26/2020
173170,BX LYMPH NODE-NEEDLE,4000,3/26/2020
173178,NEW PT VISIT 1      ,125,3/26/2020
173186,NEW PT VISIT 2      ,150,3/26/2020
173194,NEW PT VISIT 3      ,200,3/26/2020
173202,NEW PT VISIT 4      ,250,3/26/2020
173210,NEW PT VISIT 5      ,300,3/26/2020
173218,ESTABL. PT VISIT 1  ,120,3/26/2020
173226,ESTABL. PT VISIT 2  ,140,3/26/2020
173234,ESTABL. PT VISIT 3  ,160,3/26/2020
173242,ESTABL. PT VISIT 4  ,200,3/26/2020
173250,I/D ABSCESS SIMPLE  ,524,3/26/2020
173258,I/D ABSCESS COMPLICA,958,3/26/2020
173266,I/D PILONID CYST SIM,165,3/26/2020
173274,I/D PILONID CYST COM,279,3/26/2020
173282,REM FOREIGN BD SIMP ,958,3/26/2020
173290,REM FOREIGN BD COMP ,307,3/26/2020
173298,"I/D HEMATOMA, SER   ",194,3/26/2020
173306,PUNCT ASPIRATION ABS,158,3/26/2020
173314,EXC BEN LES 1.1-2CM ,181,3/26/2020
173322,DEBR SKIN ADD 20SQCM,45,3/26/2020
173330,SKIN TAG REM 1-15   ,524,3/26/2020
173338,SKIN TAG REM ADDT 15,35,3/26/2020
173346,INJECT TRIGGER POINT,785,3/26/2020
173354,ART/ASP/INJ SML JNT ,59,3/26/2020
173362,ART/ASP/INJ INT JNT ,63,3/26/2020
173370,ART/ASP/INJ LRG JNT ,785,3/26/2020
173378,DRAIN FINGER ABSCESS,281,3/26/2020
173386,DRAIN FING ABSC COMP,401,3/26/2020
173394,BURN INIT TX 1ST DEG,85,3/26/2020
173402,BURN DRESS/DEBRIDE  ,89,3/26/2020
173410,REM FOREIGN BD NASAL,169,3/26/2020
173418,"NASAL HEM, SIM ANT  ",113,3/26/2020
173426,"NASAL HEM, COMP ANT ",201,3/26/2020
173434,"NASAL HEM, POST INIT",247,3/26/2020
173442,"NASAL HEM, POST SUBQ",317,3/26/2020
173450,VENIPUNCTURE        ,8,3/26/2020
173458,NAIL DEBRIDEMENT 1-5,30,3/26/2020
173466,NAIL DEBRIDEMENT 6+ ,47,3/26/2020
173474,NAIL PLATE REMOVAL  ,524,3/26/2020
173482,NAIL PLATE REMOV ADD,39,3/26/2020
173490,DRAIN SUBUNGAL HEMAT,327,3/26/2020
173498,NAIL/MATRIX REMOVAL ,228,3/26/2020
173506,NAIL BED REPAIR     ,194,3/26/2020
173514,WEDGE EXCIS NAIL FLD,958,3/26/2020
173522,SIM REP LESS 2.5 CM ,524,3/26/2020
173530,SIM REP 2.6-7.5 CM  ,524,3/26/2020
173538,SIM REP 7.6-12.5 CM ,202,3/26/2020
173546,SIM REP 12.6-20.0 CM,254,3/26/2020
173554,SIM REP 20.1-30.0 CM,313,3/26/2020
173562,SIM REP OVER 30.0 CM,361,3/26/2020
173570,SIM REP LESS 2.5 CM ,524,3/26/2020
173578,SIM REP 2.6-5.0 CM  ,190,3/26/2020
173586,SIM REP 5.1-7.5 CM  ,222,3/26/2020
173594,SIM REP 7.6-12.5 CM ,282,3/26/2020
173602,SIM REP 12.6-20.0 CM,337,3/26/2020
173610,SIM REP 20.1-30.0 CM,295,3/26/2020
173618,SIM REP OVER 30.0 CM,343,3/26/2020
173626,TX WOUND DEHIS      ,317,3/26/2020
173634,TX WND DEHIS W/PACK ,231,3/26/2020
173642,INT REP LESS 2.5 CM ,252,3/26/2020
173650,INT REP 2.6-7.5 CM  ,958,3/26/2020
173658,INT REP 7.6-12.5 CM ,340,3/26/2020
173666,INT REP 12.6-20.0 CM,395,3/26/2020
173674,INT REP 20.1-30.0 CM,460,3/26/2020
173682,INT REP OVER 30.0 CM,539,3/26/2020
173690,INT REP LESS 2.5 CM ,958,3/26/2020
173698,INT REP 2.6-7.5 CM  ,330,3/26/2020
173706,INT REP 7.6-12.5 CM ,355,3/26/2020
173714,INT REP 12.6-20.0 CM,444,3/26/2020
173722,INT REP 20.1-30.0 CM,504,3/26/2020
173730,INT REP OVER 30.0 CM,564,3/26/2020
173738,INT REP LESS 2.5 CM ,283,3/26/2020
173746,INT REP 2.6-5.0 CM  ,336,3/26/2020
173754,INT REP 5.1-7.5 CM  ,359,3/26/2020
173762,INT REP 7.6-12.5 CM ,369,3/26/2020
173770,INT REP 12.6-20.0 CM,505,3/26/2020
173778,INT REP 20.1-30.0 CM,627,3/26/2020
173786,INT REP OVER 30.0 CM,670,3/26/2020
173794,"IV INF, 31 MIN-1 HR ",551,3/26/2020
173802,"IV INF, EA ADDTL HR ",114,3/26/2020
173810,IV ACCESS           ,35,3/26/2020
173818,URINALYSIS          ,6,3/26/2020
173826,PREGNANCY TEST      ,13,3/26/2020
173834,HEMOCULT            ,7,3/26/2020
173842,GLUCOSE-BLD SGR FING,5,3/26/2020
173850,TUBERCULOSIS SKIN TE,68,3/26/2020
173858,INFLUENZA A AG IF   ,25,3/26/2020
173866,STREP SCREEN        ,25,3/26/2020
173874,EKG W/INTERPRET.    ,29,3/26/2020
173882,"EKG, TRACING ONLY   ",165,3/26/2020
173890,AIRWAY INHALATION TX,551,3/26/2020
173898,ALBUTEROL           ,6,3/26/2020
